valid,p01i,tmpf,sknt,relh,tmp,tmp_c,wind_ms,P_mm,CR_snow,CR_mix,P_corr,cummulative_precip_mm,cummulative_corr_precip_mm,snow_Ta,Td,snow_Td,snow_prob,snow_from_fraction,cumm_snow_Ta,cumm_snow_Td,cumm_snow_F
2023-09-02T08:56:00Z,0,53,0,89.51,21,11.66666666655,0,0,1,1.0104,0,4.064,4.064,0,9.568666666550001,0,-0.1694999999902349,0,0,0,0
2023-09-02T09:56:00Z,0,56,0,77.29,24,13.3333333332,0,0,1,1.0104,0,4.064,4.064,0,8.7913333332,0,-0.30899999998883987,0,0,0,0
2023-09-02T10:56:00Z,0,56,0,80.23,24,13.3333333332,0,0,1,1.0104,0,4.064,4.064,0,9.379333333200002,0,-0.30899999998883987,0,0,0,0
2023-09-02T11:56:00Z,0,62,0,62.36,30,16.6666666665,0,0,1,1.0104,0,4.064,4.064,0,9.138666666499999,0,-0.5879999999860498,0,0,0,0
2023-09-02T12:56:00Z,0,59,4,64.36,27,14.99999999985,2.05761316872428,0,0.8681428021259515,0.8947621399176955,0,4.064,4.064,0,7.871999999850001,0,-0.44849999998744494,0,0,0,0
2023-09-02T13:56:00Z,0,60,4,62.11,28,15.555555555400002,2.05761316872428,0,0.8681428021259515,0.8947621399176955,0,4.064,4.064,0,7.977555555400001,0,-0.49499999998697997,0,0,0,0
2023-09-02T15:56:00Z,0,65,5,52.07,33,18.33333333315,2.57201646090535,0,0.8114371074684765,0.8658526748971193,0,4.064,4.064,0,8.747333333150001,0,-0.7274999999846551,0,0,0,0
2023-09-02T17:56:00Z,0,63,4,53.78,31,17.22222222205,2.05761316872428,0,0.8681428021259515,0.8947621399176955,0,4.064,4.064,0,7.97822222205,0,-0.6344999999855848,0,0,0,0
2023-09-02T18:56:00Z,0,63,0,57.99,31,17.22222222205,0,0,1,1.0104,0,4.064,4.064,0,8.82022222205,0,-0.6344999999855848,0,0,0,0
2023-09-02T19:56:00Z,0,55,0,83.2,23,12.77777777765,0,0,1,1.0104,0,4.064,4.064,0,9.41777777765,0,-0.26249999998930484,0,0,0,0
2023-09-02T20:56:00Z,0,50,0,89.37,18,9.9999999999,0,0,1,1.0104,0,4.064,4.064,0,7.8739999999000005,0,-0.029999999991629944,0,0,0,0
2023-09-02T21:56:00Z,0,49,0,89.33,17,9.444444444350001,0,0,1,1.0104,0,4.064,4.064,0,7.310444444350001,0,0.01650000000790497,0,0,0,0
2023-09-02T22:56:00Z,0,47,0,92.71,15,8.33333333325,0,0,1,1.0104,0,4.064,4.064,0,6.875333333249999,0,0.10950000000697513,0,0,0,0
2023-09-02T23:56:00Z,0,46,3,92.68,14,7.777777777700001,1.5432098765432098,0,0.9180824869477516,0.9236716049382716,0,4.064,4.064,0,6.313777777700002,0,0.15600000000651004,0,0,0,0
2023-09-03T00:56:00Z,0,45,3,92.65,13,7.22222222215,1.5432098765432098,0,0.9180824869477516,0.9236716049382716,0,4.064,4.064,0,5.752222222150001,0,0.20250000000604507,0,0,0,0
2023-09-03T01:56:00Z,0,43,0,96.23,11,6.1111111110500005,0,0,1,1.0104,0,4.064,4.064,0,5.357111111050001,0,0.295500000005115,0,0,0,0
2023-09-03T02:56:00Z,0,42,0,96.21,10,5.5555555555,0,0,1,1.0104,0,4.064,4.064,0,4.797555555499999,0,0.3420000000046501,0,0,0,0
