station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
46U,2024-07-04 15:55,-111.0424,43.1846,1713.61,73.40,28.40,18.80,320.00,11.00,0.00,30.32,null,9.00,19.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.40,K46U 042155Z AUTO 32011G19KT 9SM CLR 23/M02 A3032 RMK A01,null
46U,2024-07-04 16:55,-111.0424,43.1846,1713.61,73.40,24.80,16.20,320.00,13.00,0.00,30.32,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.40,K46U 042255Z AUTO 32013KT 9SM CLR 23/M04 A3032 RMK A01,null
46U,2024-07-04 17:55,-111.0424,43.1846,1713.61,73.40,28.40,18.80,330.00,15.00,0.00,30.32,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.40,K46U 042355Z AUTO 33015KT 10SM CLR 23/M02 A3032 RMK A01,null
46U,2024-07-04 18:55,-111.0424,43.1846,1713.61,71.60,30.20,21.50,320.00,11.00,0.00,30.31,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.60,K46U 050055Z AUTO 32011KT 10SM CLR 22/M01 A3031 RMK A01,null
46U,2024-07-04 19:55,-111.0424,43.1846,1713.61,69.80,37.40,30.49,null,3.00,0.00,30.31,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.80,K46U 050155Z AUTO VRB03KT 9SM CLR 21/03 A3031 RMK A01,null
46U,2024-07-04 20:55,-111.0424,43.1846,1713.61,64.40,42.80,45.32,0.00,0.00,0.00,30.32,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.40,K46U 050255Z AUTO 00000KT 10SM CLR 18/06 A3032 RMK A01,null
46U,2024-07-04 21:55,-111.0424,43.1846,1713.61,60.80,35.60,38.85,110.00,4.00,0.00,30.33,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.80,K46U 050355Z AUTO 11004KT 10SM CLR 16/02 A3033 RMK A01,null
46U,2024-07-04 22:55,-111.0424,43.1846,1713.61,55.40,37.40,50.64,120.00,3.00,0.00,30.35,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 050455Z AUTO 12003KT 10SM CLR 13/03 A3035 RMK A01,null
46U,2024-07-04 23:55,-111.0424,43.1846,1713.61,53.60,35.60,50.36,120.00,5.00,0.00,30.36,null,10.00,null,FEW,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,53.60,K46U 050555Z AUTO 12005KT 10SM FEW100 12/02 A3036 RMK A01,null
46U,2024-07-05 00:55,-111.0424,43.1846,1713.61,51.80,35.60,53.81,140.00,6.00,0.00,30.37,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.80,K46U 050655Z AUTO 14006KT 10SM CLR 11/02 A3037 RMK A01,null
46U,2024-07-05 01:55,-111.0424,43.1846,1713.61,50.00,35.60,57.52,110.00,6.00,0.00,30.36,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 050755Z AUTO 11006KT 10SM CLR 10/02 A3036 RMK A01,null
46U,2024-07-05 02:55,-111.0424,43.1846,1713.61,50.00,33.80,53.54,130.00,8.00,0.00,30.36,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 050855Z AUTO 13008KT 10SM CLR 10/01 A3036 RMK A01,null
46U,2024-07-05 03:55,-111.0424,43.1846,1713.61,48.20,35.60,61.52,0.00,0.00,0.00,30.36,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.20,K46U 050955Z AUTO 00000KT 10SM CLR 09/02 A3036 RMK A01,null
46U,2024-07-05 04:55,-111.0424,43.1846,1713.61,46.40,35.60,65.83,120.00,6.00,0.00,30.37,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.87,K46U 051055Z AUTO 12006KT 10SM CLR 08/02 A3037 RMK A01,null
46U,2024-07-05 05:55,-111.0424,43.1846,1713.61,44.60,35.60,70.48,110.00,6.00,0.00,30.37,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40.71,K46U 051155Z AUTO 11006KT 10SM CLR 07/02 A3037 RMK A01,null
46U,2024-07-05 06:55,-111.0424,43.1846,1713.61,44.60,33.80,65.61,120.00,7.00,0.00,30.38,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40.14,K46U 051255Z AUTO 12007KT 10SM CLR 07/01 A3038 RMK A01,null
46U,2024-07-05 07:55,-111.0424,43.1846,1713.61,48.20,35.60,61.52,null,5.00,0.00,30.39,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.63,K46U 051355Z AUTO VRB05KT 10SM CLR 09/02 A3039 RMK A01,null
46U,2024-07-05 08:55,-111.0424,43.1846,1713.61,53.60,37.40,54.07,0.00,0.00,0.00,30.39,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 051455Z AUTO 00000KT 10SM CLR 12/03 A3039 RMK A01,null
46U,2024-07-05 09:55,-111.0424,43.1846,1713.61,57.20,39.20,50.91,null,3.00,0.00,30.36,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 051555Z AUTO VRB03KT 10SM CLR 14/04 A3036 RMK A01,null
46U,2024-07-05 10:55,-111.0424,43.1846,1713.61,64.40,39.20,39.43,240.00,3.00,0.00,30.35,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.40,K46U 051655Z AUTO 24003KT 10SM CLR 18/04 A3035 RMK A01,null
46U,2024-07-05 11:55,-111.0424,43.1846,1713.61,69.80,35.60,28.39,0.00,0.00,0.00,30.33,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.80,K46U 051755Z AUTO 00000KT 10SM CLR 21/02 A3033 RMK A01,null
46U,2024-07-05 12:55,-111.0424,43.1846,1713.61,73.40,37.40,26.98,null,4.00,0.00,30.30,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.40,K46U 051855Z AUTO VRB04KT 9SM CLR 23/03 A3030 RMK A01,null
46U,2024-07-05 13:55,-111.0424,43.1846,1713.61,77.00,35.60,22.28,320.00,5.00,0.00,30.28,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,K46U 051955Z AUTO 32005KT 8SM CLR 25/02 A3028 RMK A01,null
46U,2024-07-05 14:55,-111.0424,43.1846,1713.61,78.80,32.00,18.18,null,4.00,0.00,30.25,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 052055Z AUTO VRB04KT 9SM CLR 26/00 A3025 RMK A01,null
46U,2024-07-05 15:55,-111.0424,43.1846,1713.61,78.80,35.60,21.00,250.00,6.00,0.00,30.24,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 052155Z AUTO 25006KT 7SM CLR 26/02 A3024 RMK A01,null
46U,2024-07-05 16:00,-111.0424,43.1846,1713.61,78.80,35.60,21.00,280.00,7.00,0.00,30.24,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 052200Z AUTO 28007KT 8SM CLR 26/02 A3024 RMK A01,null
46U,2024-07-05 18:55,-111.0424,43.1846,1713.61,78.80,24.80,13.54,340.00,5.00,0.00,30.20,null,8.00,13.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 060055Z AUTO 34005G13KT 8SM CLR 26/M04 A3020 RMK A01,null
46U,2024-07-05 19:55,-111.0424,43.1846,1713.61,75.20,37.40,25.40,330.00,4.00,0.00,30.20,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.20,K46U 060155Z AUTO 33004KT 8SM CLR 24/03 A3020 RMK A01,null
46U,2024-07-05 20:55,-111.0424,43.1846,1713.61,68.00,37.40,32.43,0.00,0.00,0.00,30.19,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,K46U 060255Z AUTO 00000KT 9SM CLR 20/03 A3019 RMK A01,null
46U,2024-07-05 21:55,-111.0424,43.1846,1713.61,62.60,35.60,36.45,120.00,5.00,0.00,30.21,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.60,K46U 060355Z AUTO 12005KT 7SM CLR 17/02 A3021 RMK A01,null
46U,2024-07-05 22:55,-111.0424,43.1846,1713.61,57.20,39.20,50.91,0.00,0.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 060455Z AUTO 00000KT 10SM CLR 14/04 A3022 RMK A01,null
46U,2024-07-05 23:55,-111.0424,43.1846,1713.61,57.20,37.40,47.44,0.00,0.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 060555Z AUTO 00000KT 10SM CLR 14/03 A3022 RMK A01,null
46U,2024-07-06 00:55,-111.0424,43.1846,1713.61,55.40,37.40,50.64,0.00,0.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 060655Z AUTO 00000KT 10SM CLR 13/03 A3022 RMK A01,null
46U,2024-07-06 01:55,-111.0424,43.1846,1713.61,53.60,37.40,54.07,110.00,3.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 060755Z AUTO 11003KT 10SM CLR 12/03 A3022 RMK A01,null
46U,2024-07-06 02:55,-111.0424,43.1846,1713.61,50.00,37.40,61.76,140.00,3.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 060855Z AUTO 14003KT 10SM CLR 10/03 A3022 RMK A01,null
46U,2024-07-06 03:55,-111.0424,43.1846,1713.61,48.20,37.40,66.05,110.00,5.00,0.00,30.23,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.63,K46U 060955Z AUTO 11005KT 10SM CLR 09/03 A3023 RMK A01,null
46U,2024-07-06 04:55,-111.0424,43.1846,1713.61,48.20,37.40,66.05,120.00,6.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.04,K46U 061055Z AUTO 12006KT 10SM CLR 09/03 A3022 RMK A01,null
46U,2024-07-06 05:55,-111.0424,43.1846,1713.61,46.40,35.60,65.83,null,5.00,0.00,30.24,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.50,K46U 061155Z AUTO VRB05KT 10SM CLR 08/02 A3024 RMK A01,null
46U,2024-07-06 06:55,-111.0424,43.1846,1713.61,44.60,35.60,70.48,120.00,7.00,0.00,30.24,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40.14,K46U 061255Z AUTO 12007KT 9SM CLR 07/02 A3024 RMK A01,null
46U,2024-07-06 07:55,-111.0424,43.1846,1713.61,50.00,37.40,61.76,0.00,0.00,0.00,30.25,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 061355Z AUTO 00000KT 10SM CLR 10/03 A3025 RMK A01,null
46U,2024-07-06 08:55,-111.0424,43.1846,1713.61,55.40,39.20,54.34,0.00,0.00,0.00,30.24,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 061455Z AUTO 00000KT 10SM CLR 13/04 A3024 RMK A01,null
46U,2024-07-06 09:55,-111.0424,43.1846,1713.61,60.80,39.20,44.76,0.00,0.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.80,K46U 061555Z AUTO 00000KT 10SM CLR 16/04 A3022 RMK A01,null
46U,2024-07-06 10:55,-111.0424,43.1846,1713.61,66.20,41.00,39.72,0.00,0.00,0.00,30.20,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.20,K46U 061655Z AUTO 00000KT 10SM CLR 19/05 A3020 RMK A01,null
46U,2024-07-06 11:55,-111.0424,43.1846,1713.61,75.20,32.00,20.49,320.00,11.00,0.00,30.18,null,9.00,16.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.20,K46U 061755Z AUTO 32011G16KT 9SM CLR 24/00 A3018 RMK A01,null
46U,2024-07-06 12:55,-111.0424,43.1846,1713.61,75.20,33.80,22.02,360.00,8.00,0.00,30.17,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.20,K46U 061855Z AUTO 36008KT 9SM CLR 24/01 A3017 RMK A01,null
46U,2024-07-06 13:55,-111.0424,43.1846,1713.61,77.00,33.80,20.74,320.00,9.00,0.00,30.16,null,9.00,15.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,K46U 061955Z AUTO 32009G15KT 9SM CLR 25/01 A3016 RMK A01,null
46U,2024-07-06 14:55,-111.0424,43.1846,1713.61,77.00,30.20,17.94,340.00,12.00,0.00,30.15,null,9.00,null,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,77.00,K46U 062055Z AUTO 34012KT 9SM FEW110 25/M01 A3015 RMK A01,null
46U,2024-07-06 15:55,-111.0424,43.1846,1713.61,78.80,30.20,16.90,null,5.00,0.00,30.13,null,9.00,10.00,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,78.80,K46U 062155Z AUTO VRB05G10KT 9SM FEW110 26/M01 A3013 RMK A01,null
46U,2024-07-06 16:55,-111.0424,43.1846,1713.61,78.80,28.40,15.71,0.00,0.00,0.00,30.12,null,9.00,null,FEW,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,78.80,K46U 062255Z AUTO 00000KT 9SM FEW120 26/M02 A3012 RMK A01,null
46U,2024-07-06 17:55,-111.0424,43.1846,1713.61,80.60,33.80,18.42,260.00,7.00,0.00,30.10,null,8.00,14.00,FEW,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,78.88,K46U 062355Z AUTO 26007G14KT 220V310 8SM FEW120 27/01 A3010 RMK A01,null
46U,2024-07-06 20:55,-111.0424,43.1846,1713.61,71.60,41.00,33.00,0.00,0.00,0.00,30.07,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.60,K46U 070255Z AUTO 00000KT 8SM CLR 22/05 A3007 RMK A01,null
46U,2024-07-06 21:55,-111.0424,43.1846,1713.61,68.00,37.40,32.43,130.00,7.00,0.00,30.07,null,10.00,13.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,K46U 070355Z AUTO 13007G13KT 10SM CLR 20/03 A3007 RMK A01,null
46U,2024-07-06 22:55,-111.0424,43.1846,1713.61,64.40,35.60,34.22,0.00,0.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.40,K46U 070455Z AUTO 00000KT 10SM CLR 18/02 A3009 RMK A01,null
46U,2024-07-06 23:55,-111.0424,43.1846,1713.61,55.40,39.20,54.34,0.00,0.00,0.00,30.11,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 070555Z AUTO 00000KT 10SM CLR 13/04 A3011 RMK A01,null
46U,2024-07-07 00:55,-111.0424,43.1846,1713.61,57.20,39.20,50.91,120.00,4.00,0.00,30.12,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 070655Z AUTO 12004KT 10SM CLR 14/04 A3012 RMK A01,null
46U,2024-07-07 01:55,-111.0424,43.1846,1713.61,55.40,41.00,58.27,0.00,0.00,0.00,30.13,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 070755Z AUTO 00000KT 10SM CLR 13/05 A3013 RMK A01,null
46U,2024-07-07 02:55,-111.0424,43.1846,1713.61,55.40,37.40,50.64,null,3.00,0.00,30.14,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 070855Z AUTO VRB03KT 10SM CLR 13/03 A3014 RMK A01,null
46U,2024-07-07 03:50,-111.0424,43.1846,1713.61,50.00,39.20,66.27,0.00,0.00,0.00,30.15,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 070950Z AUTO 00000KT 10SM CLR 10/04 A3015 RMK A01,null
46U,2024-07-07 04:55,-111.0424,43.1846,1713.61,46.40,39.20,75.84,0.00,0.00,0.00,30.16,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.40,K46U 071055Z AUTO 00000KT 10SM CLR 08/04 A3016 RMK A01,null
46U,2024-07-07 05:55,-111.0424,43.1846,1713.61,46.40,41.00,81.34,0.00,0.00,0.00,30.18,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.40,K46U 071155Z AUTO 00000KT 10SM CLR 08/05 A3018 RMK A01,null
46U,2024-07-07 06:55,-111.0424,43.1846,1713.61,46.40,39.20,75.84,0.00,0.00,0.00,30.20,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.40,K46U 071255Z AUTO 00000KT 10SM CLR 08/04 A3020 RMK A01,null
46U,2024-07-07 07:55,-111.0424,43.1846,1713.61,53.60,41.00,62.23,0.00,0.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 071355Z AUTO 00000KT 10SM CLR 12/05 A3022 RMK A01,null
46U,2024-07-07 08:55,-111.0424,43.1846,1713.61,57.20,42.80,58.52,null,4.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 071455Z AUTO VRB04KT 10SM CLR 14/06 A3022 RMK A01,null
46U,2024-07-07 09:55,-111.0424,43.1846,1713.61,62.60,41.00,45.04,290.00,4.00,0.00,30.20,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.60,K46U 071555Z AUTO 29004KT 10SM CLR 17/05 A3020 RMK A01,null
46U,2024-07-07 10:55,-111.0424,43.1846,1713.61,68.00,41.00,37.32,230.00,5.00,0.00,30.21,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,K46U 071655Z AUTO 23005KT 10SM CLR 20/05 A3021 RMK A01,null
46U,2024-07-07 11:55,-111.0424,43.1846,1713.61,71.60,41.00,33.00,0.00,0.00,0.00,30.21,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.60,K46U 071755Z AUTO 00000KT 9SM CLR 22/05 A3021 RMK A01,null
46U,2024-07-07 12:55,-111.0424,43.1846,1713.61,77.00,41.00,27.53,null,6.00,0.00,30.20,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,K46U 071855Z AUTO VRB06KT 9SM CLR 25/05 A3020 RMK A01,null
46U,2024-07-07 13:55,-111.0424,43.1846,1713.61,77.00,39.20,25.67,null,4.00,0.00,30.20,null,8.00,null,FEW,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,77.00,K46U 071955Z AUTO VRB04KT 8SM FEW100 25/04 A3020 RMK A01,null
46U,2024-07-07 14:55,-111.0424,43.1846,1713.61,78.80,35.60,21.00,320.00,9.00,0.00,30.18,null,8.00,16.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 072055Z AUTO 32009G16KT 8SM CLR 26/02 A3018 RMK A01,null
46U,2024-07-07 15:55,-111.0424,43.1846,1713.61,80.60,37.40,21.25,320.00,9.00,0.00,30.18,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.02,K46U 072155Z AUTO 32009KT 8SM CLR 27/03 A3018 RMK A01,null
46U,2024-07-07 16:55,-111.0424,43.1846,1713.61,78.80,37.40,22.54,310.00,9.00,0.00,30.17,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 072255Z AUTO 31009KT 8SM CLR 26/03 A3017 RMK A01,null
46U,2024-07-07 17:55,-111.0424,43.1846,1713.61,78.80,37.40,22.54,300.00,10.00,0.00,30.16,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 072355Z AUTO 30010KT 9SM CLR 26/03 A3016 RMK A01,null
46U,2024-07-07 18:55,-111.0424,43.1846,1713.61,77.00,41.00,27.53,310.00,10.00,0.00,30.16,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,K46U 080055Z AUTO 31010KT 9SM CLR 25/05 A3016 RMK A01,null
46U,2024-07-07 19:55,-111.0424,43.1846,1713.61,75.20,42.80,31.34,300.00,9.00,0.00,30.17,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.20,K46U 080155Z AUTO 30009KT 9SM CLR 24/06 A3017 RMK A01,null
46U,2024-07-07 20:55,-111.0424,43.1846,1713.61,69.80,48.20,46.16,0.00,0.00,0.00,30.18,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.80,K46U 080255Z AUTO 00000KT 10SM CLR 21/09 A3018 RMK A01,null
46U,2024-07-07 21:55,-111.0424,43.1846,1713.61,66.20,41.00,39.72,100.00,5.00,0.00,30.21,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.20,K46U 080355Z AUTO 10005KT 10SM CLR 19/05 A3021 RMK A01,null
46U,2024-07-07 22:55,-111.0424,43.1846,1713.61,60.80,42.80,51.45,0.00,0.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.80,K46U 080455Z AUTO 00000KT 10SM CLR 16/06 A3022 RMK A01,null
46U,2024-07-07 23:55,-111.0424,43.1846,1713.61,59.00,41.00,51.18,110.00,5.00,0.00,30.23,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,K46U 080555Z AUTO 11005KT 10SM CLR 15/05 A3023 RMK A01,null
46U,2024-07-08 00:55,-111.0424,43.1846,1713.61,57.20,41.00,54.60,80.00,3.00,0.00,30.24,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 080655Z AUTO 08003KT 10SM CLR 14/05 A3024 RMK A01,null
46U,2024-07-08 01:55,-111.0424,43.1846,1713.61,57.20,42.80,58.52,100.00,3.00,0.00,30.25,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 080755Z AUTO 10003KT 10SM CLR 14/06 A3025 RMK A01,null
46U,2024-07-08 02:55,-111.0424,43.1846,1713.61,53.60,39.20,58.02,null,3.00,0.00,30.26,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 080855Z AUTO VRB03KT 10SM CLR 12/04 A3026 RMK A01,null
46U,2024-07-08 03:55,-111.0424,43.1846,1713.61,53.60,39.20,58.02,110.00,5.00,0.00,30.26,null,10.00,10.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 080955Z AUTO 11005G10KT 10SM CLR 12/04 A3026 RMK A01,null
46U,2024-07-08 04:55,-111.0424,43.1846,1713.61,50.00,41.00,71.07,0.00,0.00,0.00,30.27,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 081055Z AUTO 00000KT 10SM CLR 10/05 A3027 RMK A01,null
46U,2024-07-08 05:55,-111.0424,43.1846,1713.61,50.00,39.20,66.27,null,6.00,0.00,30.28,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 081155Z AUTO VRB06KT 10SM CLR 10/04 A3028 RMK A01,null
46U,2024-07-08 06:55,-111.0424,43.1846,1713.61,50.00,39.20,66.27,130.00,8.00,0.00,30.28,null,9.00,14.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 081255Z AUTO 13008G14KT 9SM CLR 10/04 A3028 RMK A01,null
46U,2024-07-08 07:55,-111.0424,43.1846,1713.61,53.60,39.20,58.02,160.00,7.00,0.00,30.29,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 081355Z AUTO 16007KT 10SM CLR 12/04 A3029 RMK A01,null
46U,2024-07-08 08:55,-111.0424,43.1846,1713.61,59.00,41.00,51.18,140.00,6.00,0.00,30.29,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,K46U 081455Z AUTO 14006KT 10SM CLR 15/05 A3029 RMK A01,null
46U,2024-07-08 09:55,-111.0424,43.1846,1713.61,64.40,42.80,45.32,0.00,0.00,0.00,30.27,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.40,K46U 081555Z AUTO 00000KT 10SM CLR 18/06 A3027 RMK A01,null
46U,2024-07-08 10:55,-111.0424,43.1846,1713.61,69.80,41.00,35.09,0.00,0.00,0.00,30.26,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.80,K46U 081655Z AUTO 00000KT 10SM CLR 21/05 A3026 RMK A01,null
46U,2024-07-08 11:55,-111.0424,43.1846,1713.61,73.40,41.00,31.05,null,4.00,0.00,30.24,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.40,K46U 081755Z AUTO VRB04KT 9SM CLR 23/05 A3024 RMK A01,null
46U,2024-07-08 12:55,-111.0424,43.1846,1713.61,77.00,37.40,23.93,0.00,0.00,0.00,30.22,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,K46U 081855Z AUTO 00000KT 9SM CLR 25/03 A3022 RMK A01,null
46U,2024-07-08 13:55,-111.0424,43.1846,1713.61,80.60,41.00,24.46,0.00,0.00,0.00,30.20,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.20,K46U 081955Z AUTO 00000KT 8SM CLR 27/05 A3020 RMK A01,null
46U,2024-07-08 14:55,-111.0424,43.1846,1713.61,80.60,41.00,24.46,0.00,0.00,0.00,30.19,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.20,K46U 082055Z AUTO 00000KT 8SM CLR 27/05 A3019 RMK A01,null
46U,2024-07-08 15:55,-111.0424,43.1846,1713.61,84.20,37.40,18.91,300.00,3.00,0.00,30.18,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,81.38,K46U 082155Z AUTO 30003KT 7SM CLR 29/03 A3018 RMK A01,null
46U,2024-07-08 16:55,-111.0424,43.1846,1713.61,82.40,37.40,20.04,320.00,3.00,0.00,30.16,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,80.14,K46U 082255Z AUTO 32003KT 7SM CLR 28/03 A3016 RMK A01,null
46U,2024-07-08 17:55,-111.0424,43.1846,1713.61,84.20,44.60,24.99,300.00,6.00,0.00,30.15,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,81.73,K46U 082355Z AUTO 30006KT 7SM CLR 29/07 A3015 RMK A01,null
